region,disease_class,year,cases,region_eng,class_name,class_name_short
республика саха (якутия),9,2019,32.7,Sakha Republic (Yakutia),Diseases of the circulatory system,Circulatory System Diseases
забайкальский край,9,2019,30.6,Zabaykalsky Krai,Diseases of the circulatory system,Circulatory System Diseases
камчатский край,9,2019,30.7,Kamchatka Krai,Diseases of the circulatory system,Circulatory System Diseases
приморский край,9,2019,26.3,Primorsky Krai,Diseases of the circulatory system,Circulatory System Diseases
хабаровский край,9,2019,24.2,Khabarovsk Krai,Diseases of the circulatory system,Circulatory System Diseases
амурская область,9,2019,23.8,Amur Oblast,Diseases of the circulatory system,Circulatory System Diseases
магаданская область,9,2019,20.1,Magadan Oblast,Diseases of the circulatory system,Circulatory System Diseases
сахалинская область,9,2019,22.4,Sakhalin Oblast,Diseases of the circulatory system,Circulatory System Diseases
еврейская автономная область,9,2019,28.1,Jewish Autonomous Oblast,Diseases of the circulatory system,Circulatory System Diseases
чукотский автономный округ,9,2019,23.5,Chukotka Autonomous Okrug,Diseases of the circulatory system,Circulatory System Diseases
российская федерация,14,2019,44.1,Russian Federation,Diseases of the genitourinary system,Genitourinary Diseases
центральный федеральный округ,14,2019,36.8,Central Federal District,Diseases of the genitourinary system,Genitourinary Diseases
белгородская область,14,2019,52.1,Belgorod Oblast,Diseases of the genitourinary system,Genitourinary Diseases
брянская область,14,2019,36.0,Bryansk Oblast,Diseases of the genitourinary system,Genitourinary Diseases
владимирская область,14,2019,41.8,Vladimir Oblast,Diseases of the genitourinary system,Genitourinary Diseases
воронежская область,14,2019,26.9,Voronezh Oblast,Diseases of the genitourinary system,Genitourinary Diseases
ивановская область,14,2019,81.7,Ivanovo Oblast,Diseases of the genitourinary system,Genitourinary Diseases
калужская область,14,2019,39.4,Kaluga Oblast,Diseases of the genitourinary system,Genitourinary Diseases
костромская область,14,2019,25.0,Kostroma Oblast,Diseases of the genitourinary system,Genitourinary Diseases
курская область,14,2019,15.1,Kursk Oblast,Diseases of the genitourinary system,Genitourinary Diseases
липецкая область,14,2019,42.6,Lipetsk Oblast,Diseases of the genitourinary system,Genitourinary Diseases
московская область,14,2019,24.7,Moscow Oblast,Diseases of the genitourinary system,Genitourinary Diseases
орловская область,14,2019,59.2,Oryol Oblast,Diseases of the genitourinary system,Genitourinary Diseases
рязанская область,14,2019,40.3,Ryazan Oblast,Diseases of the genitourinary system,Genitourinary Diseases
смоленская область,14,2019,31.0,Smolensk Oblast,Diseases of the genitourinary system,Genitourinary Diseases
тамбовская область,14,2019,28.1,Tambov Oblast,Diseases of the genitourinary system,Genitourinary Diseases
тверская область,14,2019,51.7,Tver Oblast,Diseases of the genitourinary system,Genitourinary Diseases
тульская область,14,2019,34.7,Tula Oblast,Diseases of the genitourinary system,Genitourinary Diseases
ярославская область,14,2019,64.8,Yaroslavl Oblast,Diseases of the genitourinary system,Genitourinary Diseases
г.москва,14,2019,38.0,Moscow,Diseases of the genitourinary system,Genitourinary Diseases
северо-западный федеральный округ,14,2019,54.0,Northwestern Federal District,Diseases of the genitourinary system,Genitourinary Diseases
республика карелия,14,2019,80.7,Republic of Karelia,Diseases of the genitourinary system,Genitourinary Diseases
республика коми,14,2019,75.5,Komi Republic,Diseases of the genitourinary system,Genitourinary Diseases
архангельская область,14,2019,58.8,Arkhangelsk Oblast (with AO),Diseases of the genitourinary system,Genitourinary Diseases
ненецкий автономный округ,14,2019,122.3,Nenets Autonomous Okrug,Diseases of the genitourinary system,Genitourinary Diseases
архангельская область (без АО),14,2019,56.2,Arkhangelsk Oblast,Diseases of the genitourinary system,Genitourinary Diseases
вологодская область,14,2019,36.4,Vologda Oblast,Diseases of the genitourinary system,Genitourinary Diseases
калининградская область,14,2019,55.4,Kaliningrad Oblast,Diseases of the genitourinary system,Genitourinary Diseases
ленинградская область,14,2019,38.2,Leningrad Oblast,Diseases of the genitourinary system,Genitourinary Diseases
мурманская область,14,2019,66.7,Murmansk Oblast,Diseases of the genitourinary system,Genitourinary Diseases
новгородская область,14,2019,55.0,Novgorod Oblast,Diseases of the genitourinary system,Genitourinary Diseases
псковская область,14,2019,33.2,Pskov Oblast,Diseases of the genitourinary system,Genitourinary Diseases
г.санкт-петербург,14,2019,56.9,Saint Petersburg,Diseases of the genitourinary system,Genitourinary Diseases
южный федеральный округ,14,2019,41.9,Southern Federal District,Diseases of the genitourinary system,Genitourinary Diseases
республика адыгея,14,2019,42.4,Republic of Adygea,Diseases of the genitourinary system,Genitourinary Diseases
республика калмыкия,14,2019,42.5,Republic of Kalmykia,Diseases of the genitourinary system,Genitourinary Diseases
республика крым,14,2019,43.9,Republic of Crimea,Diseases of the genitourinary system,Genitourinary Diseases
краснодарский край,14,2019,37.2,Krasnodar Krai,Diseases of the genitourinary system,Genitourinary Diseases
астраханская область,14,2019,35.6,Astrakhan Oblast,Diseases of the genitourinary system,Genitourinary Diseases
волгоградская область,14,2019,31.6,Volgograd Oblast,Diseases of the genitourinary system,Genitourinary Diseases
ростовская область,14,2019,57.5,Rostov Oblast,Diseases of the genitourinary system,Genitourinary Diseases
г.севастополь,14,2019,19.6,Sevastopol,Diseases of the genitourinary system,Genitourinary Diseases
северо-кавказский федеральный округ,14,2019,41.3,North Caucasian Federal District,Diseases of the genitourinary system,Genitourinary Diseases
республика дагестан,14,2019,56.4,Republic of Dagestan,Diseases of the genitourinary system,Genitourinary Diseases
республика ингушетия,14,2019,21.7,Republic of Ingushetia,Diseases of the genitourinary system,Genitourinary Diseases
кабардино-балкарская республика,14,2019,19.1,Kabardino-Balkarian Republic,Diseases of the genitourinary system,Genitourinary Diseases
